"","bspline_1_1","bspline_2_1","bspline_3_1","bspline_4_1","bspline_5_1","bspline_6_1","bspline_7_1","bspline_8_1","bspline_9_1","bspline_1_2","bspline_2_2","bspline_3_2","bspline_4_2","bspline_5_2","bspline_6_2","bspline_7_2","bspline_8_2","bspline_9_2","bspline_1_3","bspline_2_3","bspline_3_3","bspline_4_3","bspline_5_3","bspline_6_3","bspline_7_3","bspline_8_3","bspline_9_3"
"Benzo(a)pyrene1",0.00113937757907543,0.0116848390145898,0.022964238000054,0.00683878359425053,-0.00416006490847422,0.00365120543672332,0.0148981626357633,0.009501056802421,-0.00145856731600785,0.0137113570740683,0.0197081293857024,-0.00404140393322776,0.00274118959142936,0.00162950630050225,0.157950164154485,0.164560164894045,0.124906865471992,0.0663327965691986,-0.0412267973500419,0.0682390784107042,-0.104586114890734,0.137083293522748,0.0223347973663742,0.0499335132510808,0.00261850843377249,0.0651138633215337,-0.0307773449101381
"betaEndosulfan0",0.141372894654044,0.14576432754659,0.0629026989708195,0.315718645360667,0.684385371031686,-0.142587723694542,0.199650634986075,-0.00734818702755915,0.080224961295879,-0.000966450799901259,0.00155840984965306,-0.00220881530156155,0.00239608532088201,-0.00453548998839314,0.00852219260083717,-0.0154389079358685,0.0370865259883691,-0.00101995693026109,0.00343564793155792,-0.00550707288030649,0.00765352654801603,-0.00779200307319482,0.00826167113400643,0.0341061045057942,-0.446873216584454,-0.235263570654052,-0.305283436438289
"betaEndosulfan1",-0.0494857893637401,0.157312853373191,-0.169067892349273,0.48340110944131,0.348414576828523,0.100322478903306,-0.0292954493717835,0.129745240749255,-0.00403379900627187,0.0189826624291876,-0.0310023312734373,0.045752093589966,-0.0557118481112508,0.182265446988282,0.158912043276732,0.504002335386909,-0.153594684166209,0.106467899412554,0,0,0,0,0,0,0,0,0
"Biphenyl0",0.0566832110141121,0.00186946591612304,0.0684699170072716,0.0370776259706533,0.0313608060634542,-0.0208829117263544,0.0663098684744036,-0.0133992817807467,0.0330664592879805,0.0825990393378928,-0.121780352131629,0.552184213619969,-0.0708014424261559,0.402995290782078,0.117974520555035,0.106671254569303,-0.0393438749966061,0.00941817685132318,0,0,0,0,0,0,0,0,0
"Carbaryl0",-0.00403010587571795,0.0064913954417957,-0.00916742383391391,0.00983287363047591,-0.0171281779488879,0.000329939438360146,0.00235079478996326,-0.00406034613409402,0.00922081722100643,0.00953579436878849,-0.0117929493599105,0.00278751551299481,0.0150284766041055,0.146091778593024,-0.0703551791421077,0.193783283211707,-0.262429924121075,0.0488148158395505,0.475123033181201,0.479616662590928,0.246416737894418,0.325778811095585,0.0310352706061149,-0.0299590014712721,0.0177247444656343,0.0411135451577641,-0.0185326065219071
"Carbaryl1",0.0102989871103088,0.0154930753155557,0.00573107088573691,0.0182174426674303,-0.00917048625289803,0.0300679229224961,0.00479170815881854,-0.00543954890920368,0.00787784700182743,-0.00272657647786575,0.00440795168846971,-0.00629985446703153,0.00700942111306717,-0.0154918676878445,0.0441451476603866,-0.0393223807603006,0.0613082252241817,0.0497111439776521,0.108024289680925,-0.17405857221239,0.243917879540442,-0.231202781227254,0.0606728500699459,-0.0603140344326434,0.0560817961325453,-0.0523094435004414,0.108660279057458
"Chlorothalonil0",0.319007990022925,-0.48114505921302,0.79592797018026,0.37505728758301,-0.163632969197174,0.103344134648755,-0.101152199782038,0.0796640155633035,-0.0279911412451198,0.00549553415854007,-0.00894525820151922,0.0130641072506992,-0.0154624881228216,0.0449140694717462,0.0423658352032003,0.00774695915787919,0.264405686107517,-0.00488857927848861,-0.00598319385151835,-0.00222018048660147,0.0643280026497498,-0.346362779925868,0.0938675049547739,0.0460974019611705,-0.172463186456968,0.286578000404461,-0.439331652984403
"Chlorothalonil1",-0.0498051964222635,0.0504892545618869,0.422756169309401,0.282702346713475,0.490775006812669,0.358828168148488,-0.278466292521396,-0.227038333112254,-0.129586744742015,0.332092365707804,-0.230291266020885,0.560218268874784,-0.000491091983539981,0.210209758426744,1.28849309612141,0.641303061433399,0.187182421295188,-0.111302239405063,-0.0135027497697931,0.0138789632937,0.0952463736594444,-0.0442449143082673,0.258867533901426,0.0859579033226635,0.376486707252338,0.163319728915042,0.0982278961991121
"Cypermethrine0",0.00608553162138526,-0.00588786569438144,0.0242972469243068,0.00148514823782835,-0.00464237359141634,-0.00373813941662436,0.0955818505694547,-0.0122702002124082,0.13600334158756,-0.267738463789937,0.382633379073417,1.26148987839737,1.88943193554881,1.75340558511922,-0.528128892797441,-0.616685148301252,-0.865218435436053,-0.768768561186087,-0.00217290112683906,0.00350270409537302,-0.00495941132591319,0.0053625544688713,-0.00992714529423572,0.0159011430763737,0.0172382559137434,-0.0287260998063897,0.111356453105368
"Cypermethrine1",0.0383392486985766,-0.0448855071448691,0.0724580552533456,-0.0690505423976585,0.157965356975005,-0.288517240380628,0.711234223318539,0.134195365362046,0.152736441297262,0.138039125864199,0.375025964829777,1.27470218074808,1.23294801826281,0.0239917544534509,-0.774205786600596,-0.530528480583145,-0.699374441451001,-0.748090328829617,-0.0542807084324576,0.124389521104511,-0.293772946461814,0.064234072949652,-0.0409077928257598,0.0561142017459339,-0.17792045184784,0.0802760998931625,-0.0866681928567582
"DDD(2-4)0",0.000453948550026798,-0.000242879527274979,-0.00202435426426723,0.0113940275435456,0.00168628779352707,0.02422023199323,0.00750328697511437,0.0110647744930638,0.0126971557592362,0.0404942836451845,0.328484653217813,0.650822209778058,0.697496898343095,1.59484630470182,1.0049166307203,1.26652330022435,0.546682247494968,1.01007414575127,-0.0261469658474914,0.701259756371384,0.249801175482757,1.81930385940338,0.426035038985437,0.589281358298541,0.230710421554324,0.406732391004813,0.354661931189073
