,1-2Dichloroethane0,1-2Dichloroethane1,1-2Dichloroethane2,1-chlorodecane0,2A10,2A11,4-octylphenol0,4-octylphenol1,124-Trichlorobenzene0,124-Trichlorobenzene1,A7360,A7361,A7362,Acetone0,Acide Acrylique0,Acide Acrylique1,Acide Acrylique2,alphaEndosulfan0,alphaEndosulfan1,alphaEndosulfan2,Anthracene0,Anthracene1,Benzene0,Benzo(a)pyrene0,Benzo(a)pyrene1,betaEndosulfan0,betaEndosulfan1,betaEndosulfan2,Biphenyl0,Carbaryl0,Carbaryl1,Chlorothanolil0,Chlorothanolil1,Chlorothanolil2,Chlorpyrifos0,Chlorpyrifos1,Cypermethrine0,Cypermethrine1,DDD(2-4)0,DDD(2-4)1,DDD(2-4)2,Dicofol0,Dicofol1,Dieldrin0,Dieldrin1,H400,H401,H402,Hydrazine0,Hydrazine1,Ibuprofen0,Isodrin0,Isodrin1,L10000,L10001,Lindane0,Methomyl0,Methomyl1,Methomyl2,Methomyl3,Methomyl4,Methomyl5,Methomyl6,Nitric Acid0,Pentachlorophenol0,Pentachlorophenol1,PiperonylButoxide0,PiperonylButoxide1,Quinoxyfen0,Quinoxyfen1,Quinoxyfen2,Tebufenozide0,Tebufenozide1,Tetrachloroethylene0,Tetrachloroethylene1,Trichlorobenzene(123)0,Trichlorobenzene(123)1,Trichlorobenzene(123)2,Trichlorobenzene(123)3,Trichloroethylene0,Trichloroethylene1,Trichloroethylene2,Trifluralin0,Trifluralin1,Trifluralin2,Trifluralin3,Verapamil0,Verapamil1,Verapamil2
0,0.133216274131017,0.1554104118077013,0.1058039505099328,0.0074790136294106,0.0465283946790437,0.1005131431059678,0.0095064755613189,0.0095064755613189,0.0078206954305555,0.0166757850188037,0.0,0.0,0.0,0.0236367283169642,0.0,0.0155237388000432,0.0060116770532613,0.0,0.0693547690239676,0.0142181715196117,0.0059233255142147,0.0299965742825273,0.0,0.0067306879639745,0.0052754648997869,0.1409005372240591,0.0239186699553876,-0.0360292919831846,0.0379590813294331,0.0,0.0130214641734019,0.0257587316868219,0.0199789890184941,0.4380321533813516,0.0163504031600923,0.1284972403084354,0.0044924644846681,0.0070930768364906,0.0,0.006562401325006,0.0086480745093166,0.1760930054487811,0.0547545919138921,0.0,0.0,0.0143915720850479,0.0094020630969549,0.0,0.0,0.0150673978031522,0.0135470235438303,0.0058195189804236,0.0047040783766628,0.0,0.0147017220654625,0.0284742096022244,0.0,0.0,0.8993074395838657,0.8039207357663007,0.0,0.0191700224814202,0.0,0.0387875690751188,0.0124861949996165,0.0314180210350311,0.0103382008405015,0.0189400661519213,0.2479216272987094,1.1231949849770355,0.1501893141716299,0.0,0.0,0.0253883237550145,0.1877300698407481,0.0113010588697703,0.1611760217646109,0.2018042907195598,0.4313945671183529,0.2466511088696887,0.2459205668927154,0.4010253171847475,0.0137648095668038,0.0,0.0079639537634475,0.0,0.0059052651823029,0.0,0.0136291199421729
1,0.1975026215990754,0.205303166942154,0.0977964209717327,0.0072742820765098,0.0761418326755062,0.1658304698449048,0.0113927462380672,0.0113927462380672,0.0070500505853123,0.018433921263833,0.0,0.0,0.0,0.0350569082161882,0.0,0.0156565370411102,0.0050867038285323,0.0,0.071690169435404,0.0415104752717278,0.0057358601427468,0.0294545482678172,0.0,0.0069162422190545,0.0068581974881927,0.1377086083029525,0.0270025696271313,0.0361205107160886,0.0352622494299237,0.0,0.0115873412549118,0.02415754433237,0.0256795031076346,0.4551212906466137,0.0265511290056565,0.1960038443342119,0.0,0.0054012189720117,0.0,0.0090487657776846,0.0078668688648406,0.2253633473692678,0.0473547593686527,0.0,0.0,0.0143893182296425,0.0099992359717102,0.0,0.0,0.0222535376675572,-0.0082532800212723,0.0,0.0047801655051067,0.0,0.0145386686282741,0.0319005245446165,0.0,0.0,0.9378074772957936,0.828229160746347,0.0,0.015804340392769,0.0,0.0615139957708712,0.0140946006014346,0.026746306019373,0.0119558757654971,0.023414763326072,0.2372833395303869,1.0741411990754464,0.1528921295520348,0.0,0.0,0.0440658060587859,0.2792859212791551,-0.0145104384617196,0.187040412310252,0.2491679974907333,0.5781517941586233,0.3210114679911133,0.3546963241041246,0.5341871901848952,0.0136563250707526,0.0050521036489984,0.0080449871042283,0.0,0.0055496356098799,0.0,0.0135425396269047
2,0.2289282624183631,0.2718549195001429,0.0875718448157805,0.0067837115548635,0.1114444722098559,0.2554415699922575,0.0147672242271927,0.0147672242271927,0.0066143831988511,0.0210747623963633,0.0,0.0044980371406437,0.0,0.0379968497593032,0.0,0.0150962295052806,0.0,0.0,0.0711460469900611,0.0608865660455032,0.004873267661215,0.0304927544221146,0.0,0.0068928955302948,0.0086906587186916,0.1360658489636803,0.0324679198181403,0.041044853218164,0.0328319668204796,0.0,0.0108353096359021,0.0246176464575861,0.0358240891656644,0.4691213052938128,0.0278396377688092,0.207730902571066,0.0,0.0050009596285895,0.0,0.0072571443767743,0.0067567380001788,0.2651070838539382,0.0462037648625188,0.0,0.0,0.0157076704579495,0.0107391653176321,0.0,0.0,0.0302918350869582,-0.0112878715714128,0.0,0.0045548994980299,0.0,0.0153790709911176,0.0346109281818355,0.0,0.0,0.991863217921716,0.8528184293393195,0.0,0.0131216862681807,0.0,0.1037525923255054,0.0157632130316304,0.0210721189306225,0.0288648573723466,0.029542728163791,0.2268306917401127,0.9972836489129122,0.1565633199045861,0.0,0.0,0.0693757564641573,0.3798610150753724,-0.0255702109532049,0.2697018334066958,0.3012560303569686,0.6380317448755692,0.3862275681008672,0.4652565552564037,0.6741841541235506,0.0134506349731367,0.0063063022741677,0.0079621818713119,0.0,0.0044903466167774,0.0,0.0136160577888825
3,0.2606719666551168,0.354205011416437,0.0743854370799535,0.0068002807401863,0.1561568855439,0.3561287899446552,0.0169462783591639,0.0169462783591639,0.0061403971223989,0.023813575890471,0.0,0.0,0.0,0.0427318906984146,0.0,0.0141513072956272,0.0,0.0,0.0677049688886894,0.0839034373421432,0.0,0.0311411857790603,0.0,0.0072467400478506,0.009888952627217,0.1330280330677412,0.0372766870042745,0.0449816185225838,0.0299821268374001,0.0,0.0118229661665767,0.0252717934877259,0.0523243149132,0.4928713933238783,0.0288374326750119,0.2529945997371932,0.0042056653317987,0.0050831722914018,0.0,0.0054988551892452,0.0070689360519595,0.2953045180318215,0.0597366924190171,0.0,0.0,0.01764361378673,0.0119505200220362,0.0,0.0,0.0393189759207932,-0.0110209750485947,0.0,0.0,0.0,0.0162350386724249,0.0339061655298916,0.0,0.0,1.0025040721024352,0.8821211524096665,0.0,0.0097274542131451,0.0,0.1550305791564581,0.0160547770899414,0.0217733507113314,0.0342972807093161,0.0400064533094088,0.2352464306127617,0.9210858466129432,0.1774425263380623,0.0,0.0,0.1051085042524802,0.4908322456932387,-0.0366512591543148,0.3389498679652152,0.3435112365725089,0.7002909536807134,0.4435098583631506,0.5711177946229341,0.8192597109981263,0.0131658972708357,0.007268657507705,0.0077747624375689,0.0,0.0,0.0,0.0121780165223144
4,0.2996967658197707,0.4322301405583575,0.0602151948797256,0.0069737482808739,0.2051879257100194,0.4600027205320947,0.0184428609713178,0.0184428609713178,0.0067011433307974,0.026928369118947,0.0044211826120549,0.0,0.0,0.0476715913504201,0.0,0.0126289402409694,0.0,0.0,0.0666464762138371,0.116983786806497,0.0,0.0324282361379941,0.0,0.0071887623040817,0.0112566472391559,0.1308948700909208,0.0407521729717302,0.0491389930308294,0.0286560696492498,0.0,0.0131387563530108,0.0261114723497234,0.0750108594816875,0.543695396945218,0.0582912279016093,0.2864366293314258,0.0048235771526489,0.0051645066619331,0.0,0.0142179735333721,0.0068698866146645,0.3628269087325104,0.0744464714397488,0.0,0.0,0.0188953625720888,0.0154195221125722,0.0,0.0,0.0481051973733051,0.0126708496450826,0.0,0.0,0.0,0.0178544447656734,0.0327800733968332,0.0,0.0,0.9886960107732232,0.9000513467837744,0.0,0.0085802292416398,0.0,0.2092148736603893,0.0160290849548331,0.0265520461294799,0.0490149405419299,0.0477226341297173,0.2898305963318309,0.8688718270287026,0.2349353355434327,0.0,0.0,0.1529239754593911,0.6142699910229442,0.103508083271762,0.4131956951722199,0.3627536653677851,0.7544421830961136,0.49496568116219,0.555365598792875,0.957540082585271,0.0128865857464278,0.0073620541019443,0.0078617714251321,0.0,0.0,0.0,0.0111645665231625
5,0.3487788307758689,0.5071998889217513,0.0499404324922141,0.0073042482083515,0.2534168545868894,0.5767672579713473,0.0213875539598734,0.0213875539598734,0.008275141504787,0.0290308609783078,0.0046849844407184,0.0,0.0,0.0529599044964326,0.0,0.0100067531560246,-0.0086158171672111,0.0,0.0851756688030248,0.1529422949349265,0.0,0.0337242638183807,0.0,0.0070858155111321,0.0138618930218865,0.1273951785506377,0.0428638632177573,0.0543010124570845,0.0296516559827795,0.0,0.0121787685694989,0.0409186284134447,0.1184044315018272,0.5931332971297449,0.0989406974325726,0.2945867503144536,0.0059143462973059,0.0052279970754573,0.0,0.0178143842727142,0.0073304769116846,0.3885616980627401,0.0783839526606636,0.0,0.0,0.0176757842798298,0.0207262431732823,0.0,0.0,0.0503760375486753,0.0195023486288453,0.0,0.0,0.0,0.0195383541879456,0.0310608585575872,0.0,0.0,0.9733695632387376,0.9193408997552546,0.0,0.0092619073950264,0.0,0.2909455883956289,0.0151795437626114,0.0343625497442792,0.0583399045524862,0.0560312813399569,0.3664747647625119,0.8263164049313931,0.2991710350888762,0.0,0.0,0.2103200198805408,0.6663923342977359,0.1612202791812958,0.5294480645251691,0.3621226981071834,0.808209643290376,0.5488681494147374,0.6147071613970275,1.0701972473771668,0.0122668437949239,0.0081284921786636,0.0076184782091753,0.0,0.0,0.0,0.010044941153896
6,0.4089386907603,0.5860651468655408,0.0415831042774568,0.0075285203399038,0.3022978292800879,0.6570740103667408,0.0237916570276532,0.0237916570276532,0.0095329920746601,0.0296963342127759,0.0047191099419849,0.0,0.0,0.0575485983674593,0.0,0.0081824592093626,-0.0143749872649914,0.0,0.0787628097094971,0.1966460589068001,0.0,0.0303220608080752,0.0,0.0067087686989873,0.015973316934899,0.1249649138515421,0.0440421584939293,0.0582128110710655,0.0324673213545427,0.0,0.0114594158842602,0.0840168127576274,0.1782724108224992,0.6422723022648545,0.1610599083078004,0.3028145878209374,0.0075881777122801,0.0050660941350413,0.0,0.0199171234655673,0.0083904177889985,0.4024924203829615,0.0867806372252274,0.0,0.0,0.0174505876114156,0.0254317835446619,0.0,0.0,0.0516861363095776,0.016594274325953,0.0,0.0,0.0,0.0209312318247517,0.0285185325501431,0.0,0.0,0.951910074922336,0.9421997490206168,0.0,0.0114896881553955,0.0,0.3670507856594612,0.0148379344553958,0.0457178324779316,0.0671726760618193,0.0692004914550549,0.477778502721857,0.8101193412005321,0.3647667054082625,0.0,0.0,0.2819285205996236,0.6732371102755352,0.2182656077314838,0.6165981286608965,0.3636547847143068,0.9099577068740844,0.5899785885658024,0.6119190975971611,1.1568283838109918,0.0142654757392616,0.0090115086939958,0.0072670166508648,0.0,0.0,0.0,0.0085412360315874
7,0.4585037990641911,0.6462216894001148,0.0480227805472531,0.0078427959212923,0.3063587479647528,0.8294678944442188,0.0271715232309441,0.0271715232309441,0.010776258072934,0.0304012246895975,0.0045709924165602,0.0,0.0,0.0620166225583367,0.0,0.0062678982615081,-0.0136202944857759,0.0,0.0734744347850661,0.2287357366667032,0.0,0.0258506490639503,0.0,0.0063301246326494,0.018373663961256,0.1218020813803945,0.0427382500943015,0.060210436830676,0.0341603914772792,0.0,0.0105558192948301,0.1366960944240745,0.2651483710536315,0.6823787067584596,0.2382688019554993,0.3153349245670637,0.0088494653305503,0.0047105253024212,0.0,0.0216978440037707,0.0116653864323952,0.4033718327308537,0.0887696200088289,0.0,0.0,0.0311807377985004,0.0315788302684055,0.0,0.0,0.0510852166478348,0.0142149519322166,0.0,0.0045643238269579,0.0,0.0228301425193436,0.0226355766308661,0.0,0.0,0.937207386031903,0.9687184704992606,0.0,0.0138615315909457,0.0,0.4139532213976902,0.0150668941047919,0.0644412941382954,0.074930753644651,0.080458990684672,0.4734439653446445,0.8083181914781556,0.4040278196775456,0.0,0.0,0.3576891192764344,0.6854507047453456,0.2720101612740482,0.5788677201977908,0.3680234423841881,0.984114375926672,0.6259686716133406,0.5977999888817854,1.149405786507664,0.0216008213103638,0.0097822230382791,0.0066073575634124,0.0,0.0,0.0,0.0075311828903234
8,0.5074302477790366,0.6722910933449568,0.0819557056209083,0.0077370255731052,0.2971617709764738,0.8627461588168814,0.0292873276898113,0.0292873276898113,0.0116981433721376,0.0301547787048145,0.0042479223618796,0.0,0.0,0.064442246526967,0.0,0.0044612501945083,0.0046013378559131,0.0,0.0459400342972152,0.3091407528519568,0.0043102433990386,0.0233663975528553,0.0,0.0064638607614835,0.019677428317938,0.1199829271834306,0.0450356788639223,0.0649791267239219,0.0373521233580199,0.0,0.010852628164669,0.2046409193480894,0.366651837209583,0.7264037031322113,0.3443988827377207,0.3363344810933137,0.0103555708586449,0.0042575053313141,0.0,0.0228744388542943,0.0200622773613324,0.3883720587502832,0.0852077483514626,0.0,0.0,0.052205421128432,0.0362946330299811,0.0,0.0,0.053089169332837,0.0159075605316414,0.0,0.0072778007652057,0.0,0.0247101982115478,0.0195419194809929,0.0,0.0,0.9244573864401662,0.98546424228048,0.0,0.0118005350646985,0.0,0.4619339922436875,0.0147365136837756,0.0808396274093777,0.0808474578355161,0.0947771965529262,0.5090669497754197,0.8408472249959413,0.3080983166545361,0.0,0.0,0.4533329668750446,0.7910766293889028,0.3063411051126665,0.5424110034719002,0.3756128729088717,1.1114498558986776,0.6565237712130535,0.5348781282778985,1.167671901899294,0.0313090473633187,0.0089845107232399,0.0062395399822272,0.0,0.0,0.0,0.0066004445862112
9,0.579336077434034,0.6635201789054089,0.1348308144284652,0.0074967093629551,0.2943623865035463,0.8883859647718713,0.0313022325026426,0.0313022325026426,0.0122747621744838,0.0299305720675122,0.0042071168939976,0.004304545460302,0.0,0.0673857770395708,0.0,0.0,0.0049636813927079,0.0,0.0418211510417566,0.3732455725685214,0.0046942283671778,0.021892878084192,0.0,0.0057110268210855,0.0199053881685347,0.1186490277560485,0.0490253078053051,0.0824857845791865,0.0416882371620769,0.0,0.0108152072997765,0.288785893868024,0.4878237938908741,0.7821953887011223,0.46419374400175,0.3498648077395631,0.0116412217897517,0.0,0.0,0.0231059827289195,0.0253474161459267,0.3628180813581917,0.0813725849488709,0.0,0.0,0.0574449629315987,0.0369473718910042,0.0,0.0,0.0490237352497673,0.0186158732379508,0.0,0.0084870692497502,0.0,0.0253185482172383,0.021212914884383,0.0,0.0,0.8957527148454786,0.990692340396826,0.0,0.0092987504156984,0.0,0.5087871832124251,0.0144459864932773,0.0810526988475319,0.0848276936355379,0.0943825757253028,0.5219073655557113,0.885011536737066,0.2388184360209014,0.0,0.0,0.5459934151417535,0.8669192953865134,0.3140027308546179,0.508796291889783,0.3620065575238134,1.248450242963155,0.6862631749630971,0.4276250562555992,1.081034645308631,0.0413888887129642,0.0077735754785723,0.0062027354959755,0.0,0.0,0.0,0.0057256260541809
